show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
s00756,Movie,Time Paradox 1850,nan,,United States,4/19/2017,1965,144,A documentary about nature.,"Romance, Sci-Fi"
s00757,Movie,Lost Kingdom 1252,Steven Spielberg,Actor E,Australia,4/9/2014,2022,95,An action-packed thriller.,Drama
s00758,TV Show,Family Ties,nan,"Actor B, Actor E, Actor A, Actor C",India,8/21/2016,1998,5 Season(s),A romantic tale set in a distant land.,"Comedy, Action"
s00759,TV Show,Beyond Borders,nan,"Actor C, Actor B, Actor E, Actor D",France,6/15/2010,1994,1 Season(s),A heartwarming story of friendship.,"Drama, Romance"
s00760,Movie,Urban Legends 1235,John Smith,"Actor C, Actor D, Actor E, Actor B",United Kingdom,7/6/2011,2011,90,A thrilling adventure about discovery.,"Comedy, Sci-Fi, Documentary"
s00761,Movie,Secret Agent X 499,Maria Garcia,"Actor E, Actor A",United Kingdom,1/18/2013,1991,93,An intense drama about life choices.,Thriller
s00762,Movie,Final Frontier 1515,John Smith,Actor C,nan,3/5/2019,1972,89,An intense drama about life choices.,"Drama, Action, Documentary"
s00763,TV Show,Tech Wars,David Lee,Actor D,United States,8/22/2022,2001,2 Season(s),A documentary about nature.,"Sci-Fi, Comedy"
s00764,Movie,Ocean Mysteries 773,Christopher Nolan,"Actor E, Actor A",India,9/17/2011,1976,176,A sci-fi exploration of future technology.,"Thriller, Comedy"
s00765,Movie,Time Paradox 1344,Christopher Nolan,,Australia,1/12/2022,1991,135,A thrilling adventure about discovery.,Comedy
s00766,TV Show,Tech Wars,Christopher Nolan,,United States,5/8/2014,1994,5 Season(s),A comedy that will make you laugh.,"Drama, Children & Family"
s00767,TV Show,Medical Heroes,John Smith,"Actor C, Actor D",India,3/6/2020,1978,2 Season(s),A mystery that will keep you guessing.,Drama
s00768,Movie,Urban Legends 992,James Cameron,,Japan,3/18/2021,1994,86,A sci-fi exploration of future technology.,"Drama, Action"
s00769,TV Show,Space Explorers,David Lee,Actor B,India,11/7/2018,2005,5 Season(s),A family movie for all ages.,"Action, Comedy"
s00770,Movie,Starlight Journey 1247,nan,,India,12/11/2022,1997,167,A romantic tale set in a distant land.,Documentary
s00771,TV Show,Space Explorers,Jane Doe,"Actor B, Actor E, Actor D",United Kingdom,9/9/2015,2012,2 Season(s),A family movie for all ages.,"Comedy, Thriller, Drama"
s00772,Movie,Time Paradox 921,Maria Garcia,,Canada,11/13/2014,1994,93,A comedy that will make you laugh.,"Thriller, Comedy"
s00773,Movie,Echoes of Yesterday 962,John Smith,"Actor D, Actor A, Actor C, Actor E",Japan,2/21/2011,1978,163,A heartwarming story of friendship.,"Sci-Fi, Drama"
s00774,TV Show,Legal Minds,nan,"Actor C, Actor A, Actor B",France,12/10/2014,1970,1 Season(s),An action-packed thriller.,Drama
s00775,Movie,Hidden Truth 963,nan,"Actor A, Actor D, Actor C",United States,2/23/2018,1995,67,A heartwarming story of friendship.,Comedy
s00776,Movie,Starlight Journey 1828,nan,,Japan,,1994,81,A heartwarming story of friendship.,Sci-Fi
s00777,TV Show,Medical Heroes,nan,,nan,7/16/2013,1991,6 Season(s),A heartwarming story of friendship.,"Documentary, Action"
s00778,TV Show,Beyond Borders,Christopher Nolan,"Actor B, Actor D, Actor A, Actor E",India,,1967,1 Season(s),A thrilling adventure about discovery.,"Children & Family, Sci-Fi"
s00779,Movie,Lost Kingdom 1641,nan,,Spain,,1974,99,An intense drama about life choices.,Documentary
s00780,Movie,Echoes of Yesterday 217,nan,"Actor E, Actor D, Actor A, Actor C",Canada,12/27/2021,1995,89,A romantic tale set in a distant land.,"Comedy, Thriller"
s00781,Movie,Hidden Truth 1802,Quentin Tarantino,,South Korea,10/5/2014,2010,104,A mystery that will keep you guessing.,"Comedy, Action, Thriller"
s00782,Movie,Desert Winds 652,nan,,Mexico,10/27/2021,1960,101,A thrilling adventure about discovery.,"Sci-Fi, Drama"
s00783,Movie,Time Paradox 770,Steven Spielberg,"Actor A, Actor C, Actor D",United States,5/1/2019,2013,93,A sci-fi exploration of future technology.,"Thriller, Documentary"
s00784,Movie,Digital Ghost 1717,David Lee,"Actor E, Actor C, Actor B, Actor A",India,10/15/2019,1998,91,A sci-fi exploration of future technology.,Comedy
s00785,TV Show,Space Explorers,Quentin Tarantino,Actor E,United Kingdom,4/25/2019,1981,8 Season(s),A thrilling adventure about discovery.,Horror
s00786,Movie,Wild Expedition 1312,John Smith,"Actor E, Actor C, Actor B, Actor D",India,8/5/2018,2004,144,A comedy that will make you laugh.,"Romance, Horror"
s00787,Movie,Moonlight Dreams 523,nan,"Actor E, Actor D",United States,6/23/2013,1967,74,A family movie for all ages.,Sci-Fi
s00788,Movie,Future Shock 783,Maria Garcia,,Australia,11/13/2015,1973,112,A thrilling adventure about discovery.,Children & Family
s00789,TV Show,Mystery Valley,John Smith,"Actor E, Actor B, Actor C, Actor A",United States,2/21/2015,2011,4 Season(s),A thrilling adventure about discovery.,Thriller
s00790,Movie,Time Paradox 1426,Jane Doe,"Actor A, Actor D, Actor C",India,1/28/2013,1965,87,A mystery that will keep you guessing.,"Action, Comedy, Documentary"
s00791,Movie,Echoes of Yesterday 1689,nan,"Actor A, Actor D, Actor C, Actor B",France,7/15/2015,1992,86,A mystery that will keep you guessing.,Thriller
s00792,Movie,Time Paradox 1851,Steven Spielberg,"Actor D, Actor C, Actor A, Actor E",United States,,1983,178,An intense drama about life choices.,"Drama, Thriller, Horror"
s00793,Movie,Lost Kingdom 124,John Smith,"Actor B, Actor C, Actor E",Mexico,,2011,163,A mystery that will keep you guessing.,"Drama, Romance"
s00794,Movie,Hidden Truth 790,nan,"Actor C, Actor E, Actor D, Actor A",Australia,10/12/2022,1996,99,An intense drama about life choices.,Documentary
s00795,TV Show,Beyond Borders,nan,,India,1/21/2018,1983,8 Season(s),A heartwarming story of friendship.,Documentary
s00796,TV Show,Medical Heroes,John Smith,,India,8/8/2014,1993,3 Season(s),A family movie for all ages.,Children & Family
s00797,Movie,Broken Chains 1749,nan,,United States,,2016,87,A comedy that will make you laugh.,"Documentary, Thriller, Comedy"
s00798,Movie,Silent Forest 1312,nan,"Actor A, Actor D, Actor C, Actor E",Spain,7/13/2010,1967,80,A family movie for all ages.,"Action, Drama, Thriller"
s00799,TV Show,Family Ties,nan,"Actor B, Actor A, Actor D, Actor E",United States,1/6/2010,1997,7 Season(s),An intense drama about life choices.,"Drama, Action"
s00800,TV Show,Medical Heroes,Maria Garcia,"Actor A, Actor D",France,10/26/2016,2021,8 Season(s),A mystery that will keep you guessing.,"Comedy, Action"
s00801,Movie,Starlight Journey 888,Quentin Tarantino,,Australia,4/21/2018,1990,157,A thrilling adventure about discovery.,Thriller
s00802,Movie,Cyber Revolution 122,James Cameron,,United States,,1968,63,A romantic tale set in a distant land.,Horror
s00803,Movie,Secret Agent X 497,James Cameron,"Actor E, Actor A, Actor B, Actor D",South Korea,3/15/2011,1969,93,A heartwarming story of friendship.,"Children & Family, Action"
s00804,Movie,Silent Forest 1257,Maria Garcia,"Actor B, Actor E, Actor C",United States,2/14/2018,2017,83,A documentary about nature.,"Thriller, Drama"
s00805,TV Show,Legal Minds,Christopher Nolan,,Mexico,7/6/2013,1990,1 Season(s),A sci-fi exploration of future technology.,"Thriller, Documentary, Comedy"
s00806,TV Show,Tech Wars,David Lee,Actor A,United States,9/26/2018,1984,5 Season(s),An intense drama about life choices.,Comedy
s00807,TV Show,Undercover,Jane Doe,"Actor B, Actor E, Actor A",Japan,2/16/2010,1990,5 Season(s),A family movie for all ages.,"Comedy, Sci-Fi"
s00808,Movie,Digital Ghost 1022,James Cameron,Actor C,United States,8/14/2019,1968,88,A mystery that will keep you guessing.,Horror
s00809,Movie,Time Paradox 302,nan,"Actor D, Actor C, Actor A",Australia,1/23/2013,2008,125,A heartwarming story of friendship.,"Action, Drama, Comedy"
s00810,TV Show,Space Explorers,John Smith,"Actor B, Actor A, Actor D",India,9/28/2017,1966,3 Season(s),A sci-fi exploration of future technology.,Drama
s00811,TV Show,Medical Heroes,Christopher Nolan,Actor D,United States,6/22/2014,1996,6 Season(s),A documentary about nature.,"Documentary, Drama"
s00812,Movie,Secret Agent X 663,nan,"Actor B, Actor E",Canada,6/4/2015,1967,107,A thrilling adventure about discovery.,"Sci-Fi, Comedy, Thriller"
s00813,TV Show,Beyond Borders,Christopher Nolan,"Actor C, Actor A, Actor D",India,3/7/2017,1974,3 Season(s),A thrilling adventure about discovery.,"Documentary, Thriller"
s00814,TV Show,Space Explorers,nan,"Actor C, Actor A",France,1/14/2010,2006,2 Season(s),An intense drama about life choices.,"Documentary, Horror"
s00815,Movie,Neon Nights 256,nan,"Actor D, Actor B, Actor A",South Korea,12/14/2018,2009,126,An intense drama about life choices.,"Drama, Comedy, Children & Family"
s00816,Movie,Neon Nights 1369,Jane Doe,"Actor A, Actor D",India,5/28/2021,2009,103,A mystery that will keep you guessing.,"Drama, Action"
s00817,Movie,Digital Ghost 1490,nan,"Actor D, Actor B, Actor C",United States,9/15/2015,1962,87,A romantic tale set in a distant land.,Horror
s00818,Movie,Moonlight Dreams 541,Maria Garcia,,United States,,2005,87,A mystery that will keep you guessing.,"Comedy, Drama"
s00819,Movie,Urban Legends 436,John Smith,,Canada,10/19/2013,1972,169,A comedy that will make you laugh.,Romance
s00820,TV Show,Family Ties,Christopher Nolan,,India,3/10/2010,2013,5 Season(s),A heartwarming story of friendship.,"Comedy, Drama"
s00821,Movie,Hidden Truth 1631,James Cameron,"Actor E, Actor C, Actor D",United Kingdom,,1984,100,A heartwarming story of friendship.,"Action, Comedy"
s00822,Movie,Urban Legends 1431,nan,"Actor E, Actor C, Actor D, Actor A",United States,5/21/2014,2009,68,A family movie for all ages.,"Romance, Sci-Fi"
s00823,Movie,Silent Forest 461,Jane Doe,,India,5/7/2016,2015,85,A thrilling adventure about discovery.,Comedy
s00824,Movie,Neon Nights 421,Maria Garcia,"Actor E, Actor C, Actor B, Actor D",nan,5/8/2011,2015,141,An action-packed thriller.,"Romance, Action, Sci-Fi"
s00825,TV Show,Undercover,Maria Garcia,"Actor D, Actor B, Actor E, Actor A",United States,10/19/2011,1985,8 Season(s),A mystery that will keep you guessing.,Drama
s00826,Movie,The Last Adventure 696,Maria Garcia,"Actor A, Actor B, Actor C, Actor E",Canada,8/24/2017,1992,126,A family movie for all ages.,"Comedy, Children & Family, Documentary"
s00827,Movie,Cyber Revolution 703,Christopher Nolan,,Germany,1/6/2017,2014,91,An intense drama about life choices.,Drama
s00828,TV Show,Medical Heroes,Jane Doe,"Actor A, Actor B, Actor D, Actor E",Spain,3/27/2017,1967,1 Season(s),A heartwarming story of friendship.,"Sci-Fi, Romance"
s00829,Movie,Final Frontier 23,nan,"Actor C, Actor D",United Kingdom,2/23/2020,1980,88,An intense drama about life choices.,"Horror, Sci-Fi"
s00830,Movie,Secret Agent X 108,Quentin Tarantino,"Actor C, Actor B, Actor E",Japan,2/8/2020,2010,169,A mystery that will keep you guessing.,"Action, Sci-Fi"
s00831,Movie,Urban Legends 1305,Quentin Tarantino,,South Korea,4/13/2016,1996,93,A sci-fi exploration of future technology.,"Action, Comedy, Romance"
s00832,Movie,Ocean Mysteries 1135,Christopher Nolan,"Actor E, Actor C, Actor B",United States,4/24/2013,1992,119,An intense drama about life choices.,"Romance, Drama, Thriller"
s00833,Movie,Time Paradox 362,John Smith,"Actor B, Actor E, Actor D",India,,1982,103,An action-packed thriller.,Comedy
s00834,Movie,Wild Expedition 1608,nan,,United States,11/6/2013,2011,88,A heartwarming story of friendship.,Action
s00835,Movie,The Last Adventure 1900,Christopher Nolan,,United Kingdom,3/4/2015,1994,104,A mystery that will keep you guessing.,"Documentary, Drama"
s00836,TV Show,Undercover,Steven Spielberg,"Actor D, Actor E, Actor A",India,9/6/2014,2017,4 Season(s),A family movie for all ages.,"Action, Comedy, Children & Family"
s00837,Movie,Cyber Revolution 449,Jane Doe,"Actor B, Actor E",Spain,11/7/2020,1981,153,A romantic tale set in a distant land.,Action
s00838,Movie,Desert Winds 1128,nan,"Actor A, Actor C",United States,4/4/2014,1971,86,A romantic tale set in a distant land.,"Sci-Fi, Action"
s00839,Movie,Cyber Revolution 1248,David Lee,"Actor E, Actor C, Actor A, Actor B",India,11/2/2018,1967,78,A mystery that will keep you guessing.,"Action, Children & Family, Horror"
s00840,Movie,Future Shock 1890,John Smith,"Actor C, Actor D",Canada,8/27/2017,1990,87,A romantic tale set in a distant land.,"Comedy, Action, Thriller"
s00841,Movie,Neon Nights 473,nan,,India,4/7/2020,2004,87,A heartwarming story of friendship.,Action
s00842,Movie,Future Shock 1429,David Lee,,Spain,6/27/2019,1967,107,A sci-fi exploration of future technology.,Comedy
s00843,TV Show,Space Explorers,nan,"Actor E, Actor C, Actor A",United Kingdom,8/8/2011,2004,2 Season(s),An intense drama about life choices.,"Documentary, Sci-Fi, Drama"
s00844,Movie,Lost Kingdom 231,nan,,Mexico,11/25/2016,1994,98,An action-packed thriller.,"Drama, Romance"
s00845,Movie,Moonlight Dreams 937,James Cameron,"Actor C, Actor D",India,9/22/2018,1996,159,A documentary about nature.,"Romance, Sci-Fi, Drama"
s00846,Movie,Wild Expedition 1037,James Cameron,Actor C,Canada,3/13/2016,1968,87,A family movie for all ages.,Action
s00847,TV Show,Mystery Valley,Steven Spielberg,"Actor C, Actor B, Actor E, Actor D",Australia,10/2/2019,1991,4 Season(s),A heartwarming story of friendship.,Sci-Fi
s00848,Movie,Broken Chains 932,Jane Doe,,United States,6/9/2015,2008,84,A thrilling adventure about discovery.,"Drama, Sci-Fi"
s00849,Movie,Future Shock 602,nan,"Actor A, Actor B, Actor E, Actor D",United States,,1989,151,A comedy that will make you laugh.,"Romance, Action"
s00850,Movie,Silent Forest 209,John Smith,"Actor A, Actor D",Spain,7/8/2017,2010,176,A comedy that will make you laugh.,"Children & Family, Comedy"
s00851,TV Show,Medical Heroes,Quentin Tarantino,,India,8/15/2016,1968,7 Season(s),A family movie for all ages.,"Thriller, Comedy"
s00852,Movie,Lost Kingdom 1657,nan,,South Korea,3/2/2016,2005,85,A heartwarming story of friendship.,"Action, Drama, Thriller"
s00853,TV Show,Tech Wars,Maria Garcia,"Actor C, Actor E",nan,9/19/2017,2006,2 Season(s),A mystery that will keep you guessing.,Thriller
s00854,Movie,Broken Chains 587,Steven Spielberg,"Actor C, Actor A, Actor B",United Kingdom,11/26/2015,1989,80,An intense drama about life choices.,"Romance, Action, Sci-Fi"
s00855,Movie,Wild Expedition 1779,Jane Doe,,India,3/27/2021,2021,109,A mystery that will keep you guessing.,"Comedy, Action"
s00856,Movie,Mountain Echo 1848,John Smith,"Actor E, Actor D, Actor B",India,3/1/2018,1995,90,A mystery that will keep you guessing.,"Romance, Drama"
s00857,Movie,Final Frontier 1125,nan,,United Kingdom,,1997,125,A thrilling adventure about discovery.,Comedy
s00858,Movie,Desert Winds 1647,Christopher Nolan,"Actor D, Actor E, Actor A",Germany,,2022,116,A romantic tale set in a distant land.,"Sci-Fi, Children & Family"
s00859,Movie,Desert Winds 1044,James Cameron,,Germany,12/10/2019,2019,88,A comedy that will make you laugh.,"Documentary, Sci-Fi"
s00860,TV Show,Tech Wars,Maria Garcia,Actor C,India,,1990,5 Season(s),A documentary about nature.,"Comedy, Thriller"
s00861,Movie,Cyber Revolution 1178,James Cameron,Actor B,United States,5/3/2013,2000,85,A documentary about nature.,"Action, Comedy"
s00862,Movie,Ocean Mysteries 1766,David Lee,"Actor E, Actor B, Actor D",United Kingdom,2/13/2019,1984,126,An intense drama about life choices.,Romance
s00863,Movie,Time Paradox 871,John Smith,,United States,11/17/2016,1994,160,A comedy that will make you laugh.,Action
s00864,Movie,Future Shock 38,Jane Doe,"Actor B, Actor D, Actor A, Actor E",Australia,9/9/2015,1988,141,A thrilling adventure about discovery.,"Romance, Thriller"
s00865,Movie,Lost Kingdom 1796,nan,,United States,9/24/2021,1993,81,A family movie for all ages.,Comedy
s00866,Movie,Digital Ghost 1044,David Lee,"Actor C, Actor A, Actor B",Australia,,1997,114,A heartwarming story of friendship.,"Romance, Children & Family, Thriller"
s00867,Movie,Starlight Journey 1143,Steven Spielberg,"Actor D, Actor E, Actor B",France,9/26/2016,1961,87,A mystery that will keep you guessing.,Thriller
s00868,TV Show,Legal Minds,Maria Garcia,Actor E,Spain,9/15/2022,1969,4 Season(s),A mystery that will keep you guessing.,"Romance, Documentary, Horror"
s00869,TV Show,Beyond Borders,nan,Actor B,India,5/24/2010,1975,4 Season(s),An action-packed thriller.,"Drama, Thriller, Comedy"
s00870,Movie,Lost Kingdom 1539,nan,,France,12/13/2015,1984,143,A family movie for all ages.,Comedy
s00871,Movie,Ocean Mysteries 336,Steven Spielberg,"Actor D, Actor A",Japan,6/27/2017,1997,137,An action-packed thriller.,"Romance, Action, Children & Family"
s00872,Movie,Broken Chains 900,nan,"Actor B, Actor D",Germany,5/18/2020,1996,85,An action-packed thriller.,Comedy
s00873,Movie,Moonlight Dreams 1694,John Smith,"Actor D, Actor C, Actor A, Actor E",India,11/21/2021,1999,178,A romantic tale set in a distant land.,"Action, Romance, Drama"
s00874,Movie,Hidden Truth 1939,Steven Spielberg,"Actor B, Actor C, Actor D, Actor E",India,5/28/2015,1962,141,A documentary about nature.,"Children & Family, Horror"
s00875,Movie,Final Frontier 1841,Steven Spielberg,"Actor D, Actor A",Japan,4/16/2011,1998,88,An action-packed thriller.,Romance
s00876,TV Show,Legal Minds,Christopher Nolan,,United States,,1989,6 Season(s),A mystery that will keep you guessing.,Action
s00877,Movie,Lost Kingdom 211,nan,"Actor D, Actor B, Actor E",India,7/5/2018,2007,117,A comedy that will make you laugh.,"Action, Children & Family"
s00878,Movie,Digital Ghost 1100,Steven Spielberg,Actor C,nan,11/16/2021,2013,178,A comedy that will make you laugh.,"Sci-Fi, Drama"
s00879,Movie,Mountain Echo 1141,Steven Spielberg,,United States,9/1/2013,1982,134,A romantic tale set in a distant land.,"Documentary, Children & Family"
s00880,Movie,Desert Winds 1728,nan,"Actor D, Actor B",United Kingdom,7/9/2014,1984,119,A comedy that will make you laugh.,Action
s00881,Movie,Final Frontier 432,Jane Doe,"Actor D, Actor C, Actor E, Actor B",United Kingdom,7/14/2022,2012,99,A mystery that will keep you guessing.,"Comedy, Documentary"
s00882,Movie,Digital Ghost 740,Christopher Nolan,"Actor B, Actor E",Japan,11/27/2016,1994,161,A documentary about nature.,"Sci-Fi, Children & Family"
s00883,Movie,Starlight Journey 1207,Christopher Nolan,"Actor A, Actor C",United States,7/27/2021,1993,83,A documentary about nature.,"Romance, Action"
s00884,TV Show,Mystery Valley,Steven Spielberg,,Japan,12/18/2010,1960,5 Season(s),A documentary about nature.,Documentary
s00885,Movie,Hidden Truth 831,Quentin Tarantino,Actor B,United States,10/6/2012,1991,86,A heartwarming story of friendship.,"Action, Documentary"
s00886,Movie,Broken Chains 1137,David Lee,"Actor B, Actor C, Actor A",United States,9/20/2018,2008,137,A family movie for all ages.,Action
s00887,Movie,Urban Legends 971,Steven Spielberg,,Spain,6/16/2022,1995,85,A heartwarming story of friendship.,"Action, Drama"
s00888,Movie,Digital Ghost 161,Steven Spielberg,,United Kingdom,11/6/2019,1998,100,A heartwarming story of friendship.,Action
s00889,Movie,Starlight Journey 198,nan,"Actor B, Actor A",nan,5/24/2013,2011,91,A heartwarming story of friendship.,"Drama, Action"
s00890,TV Show,Beyond Borders,David Lee,"Actor C, Actor B",United States,12/14/2017,1995,6 Season(s),A comedy that will make you laugh.,"Documentary, Action, Romance"
s00891,TV Show,Beyond Borders,John Smith,"Actor B, Actor C",India,4/1/2015,1992,4 Season(s),A sci-fi exploration of future technology.,"Thriller, Comedy, Documentary"
s00892,TV Show,Space Explorers,Maria Garcia,"Actor E, Actor A, Actor B, Actor D",United States,9/2/2017,1968,3 Season(s),A comedy that will make you laugh.,"Thriller, Drama"
s00893,Movie,Urban Legends 2011,Jane Doe,"Actor D, Actor C, Actor E",United Kingdom,5/10/2022,1982,89,A sci-fi exploration of future technology.,Action
s00894,Movie,Urban Legends 1734,John Smith,"Actor A, Actor E",nan,6/3/2014,1961,85,A comedy that will make you laugh.,"Action, Thriller"
s00895,Movie,Urban Legends 78,Maria Garcia,"Actor B, Actor A, Actor C",South Korea,6/4/2016,1995,177,A mystery that will keep you guessing.,"Romance, Documentary, Comedy"
s00896,Movie,Neon Nights 1895,Jane Doe,Actor C,United States,10/25/2012,1987,158,A family movie for all ages.,Thriller
s00897,TV Show,Mystery Valley,nan,,Canada,11/22/2022,1963,4 Season(s),A thrilling adventure about discovery.,"Romance, Comedy"
s00898,Movie,Wild Expedition 837,Christopher Nolan,"Actor B, Actor A, Actor E",Japan,,1965,69,A thrilling adventure about discovery.,"Horror, Action, Comedy"
s00899,Movie,Broken Chains 1597,nan,"Actor C, Actor A, Actor E, Actor B",United States,10/18/2017,2013,97,A heartwarming story of friendship.,Horror
s00900,Movie,Future Shock 50,Steven Spielberg,"Actor C, Actor D",United States,2/15/2010,2008,67,A thrilling adventure about discovery.,"Romance, Drama"
s00901,Movie,Cyber Revolution 973,nan,"Actor D, Actor A, Actor E, Actor C",Mexico,6/15/2020,2017,140,A family movie for all ages.,Drama
s00902,Movie,Neon Nights 1649,David Lee,"Actor D, Actor B",nan,3/27/2016,1991,85,A family movie for all ages.,"Comedy, Horror"
s00903,Movie,Digital Ghost 710,nan,"Actor E, Actor C, Actor D",nan,11/28/2014,1962,89,An intense drama about life choices.,Sci-Fi
s00904,Movie,Starlight Journey 1901,Christopher Nolan,,Germany,12/4/2017,1974,125,A romantic tale set in a distant land.,"Comedy, Romance"
s00905,TV Show,Family Ties,Maria Garcia,Actor E,France,9/3/2011,1977,3 Season(s),A family movie for all ages.,Romance
s00906,TV Show,Undercover,Maria Garcia,"Actor C, Actor B, Actor A",United Kingdom,10/8/2016,1971,1 Season(s),A romantic tale set in a distant land.,"Documentary, Action, Drama"
s00907,Movie,Final Frontier 1450,nan,,United States,7/26/2013,1983,115,A thrilling adventure about discovery.,Romance
s00908,Movie,Cyber Revolution 1326,Maria Garcia,Actor D,United States,6/22/2015,1989,118,A romantic tale set in a distant land.,"Comedy, Drama, Romance"
s00909,Movie,Final Frontier 581,Maria Garcia,"Actor A, Actor B, Actor D, Actor C",France,8/14/2011,2018,71,A sci-fi exploration of future technology.,"Action, Romance"
s00910,Movie,Ocean Mysteries 2004,John Smith,"Actor A, Actor E",Germany,5/2/2014,2003,71,A mystery that will keep you guessing.,"Action, Thriller"
s00911,Movie,Starlight Journey 917,Jane Doe,"Actor D, Actor E",Australia,9/9/2021,1979,163,A romantic tale set in a distant land.,"Thriller, Action"
s00912,Movie,Future Shock 704,John Smith,"Actor D, Actor C",Mexico,4/15/2018,1991,119,A mystery that will keep you guessing.,"Action, Drama, Children & Family"
s00913,Movie,Ocean Mysteries 356,Steven Spielberg,"Actor D, Actor E, Actor B, Actor A",South Korea,1/8/2011,1994,91,A heartwarming story of friendship.,"Sci-Fi, Children & Family"
s00914,Movie,Mountain Echo 1626,nan,Actor B,nan,,1995,165,A thrilling adventure about discovery.,Children & Family
s00915,Movie,Desert Winds 638,nan,"Actor B, Actor C, Actor A, Actor D",United States,12/19/2018,1981,145,A mystery that will keep you guessing.,Comedy
s00916,Movie,Secret Agent X 1319,nan,"Actor E, Actor A",Germany,5/27/2020,2021,66,An action-packed thriller.,"Action, Sci-Fi, Documentary"
s00917,TV Show,Tech Wars,Quentin Tarantino,,Canada,10/15/2020,1974,8 Season(s),A heartwarming story of friendship.,Comedy
s00918,TV Show,Family Ties,nan,,United States,5/15/2021,1996,6 Season(s),A mystery that will keep you guessing.,Thriller
s00919,Movie,The Last Adventure 792,nan,"Actor C, Actor B",nan,10/24/2013,1994,83,An intense drama about life choices.,Romance
s00920,TV Show,Mystery Valley,David Lee,"Actor E, Actor A, Actor C, Actor B",South Korea,,1977,8 Season(s),A romantic tale set in a distant land.,"Action, Sci-Fi"
s00921,Movie,Desert Winds 1862,David Lee,,United States,2/16/2014,1990,106,An intense drama about life choices.,Action
s00922,TV Show,Mystery Valley,Jane Doe,,United States,7/16/2018,1981,8 Season(s),A family movie for all ages.,"Drama, Romance"
s00923,TV Show,Medical Heroes,nan,"Actor B, Actor E, Actor C",France,,1991,6 Season(s),A sci-fi exploration of future technology.,"Action, Thriller, Drama"
s00924,Movie,Lost Kingdom 1852,Maria Garcia,,Japan,11/24/2018,1992,113,A heartwarming story of friendship.,Drama
s00925,Movie,Silent Forest 188,Christopher Nolan,,Mexico,7/11/2013,1991,92,A documentary about nature.,Drama
s00926,Movie,Broken Chains 1688,Jane Doe,,United States,3/20/2021,1988,122,A documentary about nature.,"Thriller, Sci-Fi"
s00927,Movie,Desert Winds 725,nan,Actor E,United States,7/6/2017,2011,166,A mystery that will keep you guessing.,"Children & Family, Drama"
s00928,Movie,Silent Forest 618,nan,,United States,7/8/2020,1995,64,A romantic tale set in a distant land.,"Comedy, Drama, Documentary"
s00929,Movie,Secret Agent X 163,nan,"Actor D, Actor A",United States,6/2/2010,1966,168,A thrilling adventure about discovery.,Drama
s00930,Movie,Lost Kingdom 632,David Lee,"Actor B, Actor C",United States,2/24/2010,1960,107,A documentary about nature.,Action
s00931,TV Show,Tech Wars,Quentin Tarantino,,Mexico,12/10/2015,1996,7 Season(s),A thrilling adventure about discovery.,"Sci-Fi, Action"
s00932,TV Show,Space Explorers,Steven Spielberg,,United Kingdom,7/21/2020,1978,3 Season(s),A documentary about nature.,"Comedy, Action, Drama"
s00933,Movie,Wild Expedition 1206,Steven Spielberg,"Actor C, Actor A, Actor D",India,12/23/2021,1998,119,A heartwarming story of friendship.,Action
s00934,Movie,Future Shock 1753,Christopher Nolan,"Actor D, Actor B, Actor C",United States,,1982,61,A documentary about nature.,"Action, Drama, Comedy"
s00935,Movie,Digital Ghost 582,Jane Doe,"Actor D, Actor E, Actor A, Actor C",United States,1/17/2012,1992,78,A family movie for all ages.,Documentary
s00936,Movie,Silent Forest 841,Steven Spielberg,"Actor D, Actor E, Actor C, Actor B",Australia,3/7/2014,2009,137,A comedy that will make you laugh.,Thriller
s00937,TV Show,Undercover,John Smith,"Actor B, Actor C, Actor D, Actor E",Japan,1/16/2012,1991,8 Season(s),A mystery that will keep you guessing.,Action
s00938,Movie,Desert Winds 1720,nan,,Germany,11/9/2016,1994,155,A sci-fi exploration of future technology.,"Thriller, Action"
s00939,Movie,Neon Nights 596,John Smith,,India,9/26/2011,1998,108,A documentary about nature.,"Documentary, Thriller"
s00940,Movie,Hidden Truth 250,nan,"Actor D, Actor B",United Kingdom,,1970,132,A romantic tale set in a distant land.,"Romance, Action, Drama"
s00941,Movie,Neon Nights 1465,David Lee,"Actor D, Actor C, Actor E",India,,2013,179,A sci-fi exploration of future technology.,"Drama, Horror, Action"
s00942,Movie,Desert Winds 690,Quentin Tarantino,,United Kingdom,10/10/2013,1993,88,A thrilling adventure about discovery.,Action
s00943,TV Show,Mystery Valley,Jane Doe,"Actor C, Actor A, Actor E, Actor B",Australia,12/27/2011,2011,2 Season(s),An intense drama about life choices.,"Children & Family, Comedy"
s00944,Movie,Secret Agent X 1094,Christopher Nolan,"Actor C, Actor A",United States,4/7/2010,1997,91,A family movie for all ages.,"Children & Family, Thriller, Documentary"
s00945,Movie,Urban Legends 2002,Jane Doe,"Actor A, Actor C",France,2/28/2014,2000,88,An action-packed thriller.,Action
s00946,Movie,Neon Nights 1172,David Lee,"Actor C, Actor B, Actor E, Actor A",United States,9/25/2011,1985,101,An action-packed thriller.,"Sci-Fi, Thriller, Action"
s00947,TV Show,Space Explorers,Christopher Nolan,Actor A,France,11/20/2017,2000,2 Season(s),A sci-fi exploration of future technology.,"Action, Sci-Fi"
